City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,concepcion,-36.827,-73.0498,58.8,72,0,6.91,CL,1712874755
363,kuchinda,21.7333,84.35,70.0,59,66,1.34,IN,1712874903
364,port shepstone,-30.7414,30.455,62.46,56,0,18.66,ZA,1712874904
365,sorong,-0.8833,131.25,81.41,79,99,6.67,ID,1712874905
366,colonia menno,-22.3667,-59.8167,70.18,95,100,11.03,PY,1712874906
367,robore,-18.3333,-59.75,77.09,100,100,0.0,BO,1712874907
368,ulladulla,-35.35,150.4667,63.37,66,52,0.78,AU,1712874908
369,wynyard,-41.0,145.7167,58.55,75,89,8.77,AU,1712874908
370,keelung,25.1283,121.7419,75.99,88,74,4.76,TW,1712874909
371,gordonvale,-17.0936,145.7842,80.91,86,46,4.45,AU,1712874910
372,nikolayevsk-on-amure,53.1406,140.73,32.22,96,82,4.0,RU,1712874793
373,kimbe,-5.5502,150.1429,84.85,69,63,0.67,PG,1712874912
374,kerikeri,-35.2268,173.9474,70.92,84,48,6.98,NZ,1712874789
375,as sulayyil,20.4607,45.5779,84.45,29,40,9.13,SA,1712874913
376,gunjur,13.2019,-16.7339,71.67,83,0,8.05,GM,1712874617
377,osterhofen,48.7,13.0167,51.71,85,41,0.54,DE,1712874915
378,constantia,44.1833,28.65,59.7,59,26,6.91,RO,1712874775
379,badagry,6.4167,2.8833,81.81,80,89,12.59,NG,1712874916
380,cabedelo,-6.9811,-34.8339,83.07,80,100,9.8,BR,1712874856
381,constitucion,-35.3333,-72.4167,53.51,89,10,0.49,CL,1712874917
382,togur,58.3631,82.8265,10.15,89,16,5.01,RU,1712874918
383,katsuura,35.1333,140.3,57.78,88,100,13.06,JP,1712874919
384,pokhara,28.2333,83.9833,65.17,19,2,7.87,NP,1712874920
385,djenne,13.9061,-4.5533,92.68,27,94,6.62,ML,1712874920
386,opuwo,-18.0607,13.84,69.48,50,38,0.87,NA,1712874921
387,dadukou,26.5479,101.7054,57.49,52,11,2.93,CN,1712874922
388,spasskoye,44.6108,132.7969,52.48,64,22,8.81,RU,1712874923
389,bubaque,11.2833,-15.8333,75.52,71,0,21.34,GW,1712874923
390,midvagur,62.0511,-7.1939,45.43,93,100,11.5,FO,1712874768
391,rabo de peixe,37.8,-25.5833,63.99,99,20,3.44,PT,1712874651
392,marsh harbour,26.5412,-77.0636,75.92,84,100,21.32,BS,1712874917
393,nemuro,43.3236,145.575,40.8,95,100,15.95,JP,1712874926
394,thunder bay,48.4001,-89.3168,49.98,87,100,11.5,CA,1712874709
395,luang prabang,19.8856,102.1347,75.78,69,74,0.67,LA,1712874928
396,contai,21.7786,87.7536,79.2,46,73,5.55,IN,1712874929
397,motueka,-41.1333,173.0167,66.09,95,84,8.57,NZ,1712874929
398,ta`u,-14.2336,-169.5144,84.16,78,5,10.29,AS,1712874930
399,lospalos,-8.5186,127.0025,73.31,86,33,3.0,TL,1712874931
400,lai chau,22.3997,103.4517,64.98,79,43,2.04,VN,1712874932
401,basti,26.8,82.7167,78.21,22,3,4.23,IN,1712874932
402,grand-lahou,5.1367,-5.0242,78.42,83,100,5.01,CI,1712874933
403,pirenopolis,-15.8525,-48.9592,75.69,91,41,3.31,BR,1712874934
404,petauke,-14.2426,31.3253,64.85,95,100,10.25,ZM,1712874935
405,warrnambool,-38.3833,142.4833,58.1,75,99,8.48,AU,1712874935
406,palitana,21.5167,71.8333,81.77,49,5,4.65,IN,1712874936
407,richards bay,-28.783,32.0377,63.88,62,80,12.5,ZA,1712874937
408,pamandzi,-12.7967,45.2794,80.38,94,40,4.61,YT,1712874938
409,las juntas,19.4167,-104.7,71.13,34,6,7.18,MX,1712874939
410,chipinge,-20.1883,32.6236,59.63,95,98,5.59,ZW,1712874940
411,aasiaat,68.7098,-52.8699,19.83,93,99,4.83,GL,1712874941
412,brixham,50.3943,-3.5159,51.75,92,65,3.0,GB,1712874782
413,lakes,61.6071,-149.3086,40.66,56,100,28.77,US,1712874942
414,al faw,29.9776,48.4741,73.4,36,0,10.47,IQ,1712874943
415,el calafate,-50.3408,-72.2768,44.56,63,2,4.94,AR,1712874943
416,laghouat,33.8,2.8651,48.88,59,19,19.17,DZ,1712874944
417,sumbe,-11.2061,13.8437,77.77,93,100,6.38,AO,1712874749
418,zaozersk,69.4005,32.4476,29.71,94,99,15.37,RU,1712874946
419,siavonga,-16.5382,28.7088,73.96,86,86,7.4,ZM,1712874947
420,mandera,3.9366,41.867,87.21,55,84,7.05,KE,1712874947
421,ringim,12.1548,9.1619,84.63,10,86,8.68,NG,1712874948
422,tosontsengel,48.7567,98.2839,33.08,82,99,8.48,MN,1712874949
423,planeta rica,8.4147,-75.5883,86.92,70,91,9.48,CO,1712874950
424,qala i naw,34.9874,63.1289,60.15,84,99,7.76,AF,1712874950
425,manaure,11.7751,-72.4445,87.94,50,0,21.32,CO,1712874951
426,mandiana,10.6333,-8.6833,88.11,37,55,4.56,GN,1712874952
427,usinsk,65.9939,57.5281,35.08,99,100,23.0,RU,1712874951
428,colinas,-6.0258,-44.2492,74.71,96,66,2.26,BR,1712874954
429,awjilah,29.1081,21.2869,67.98,25,52,6.49,LY,1712874800
430,imbituba,-28.24,-48.6703,69.42,90,100,10.04,BR,1712874956
431,naxos,37.1056,25.3764,66.31,82,30,10.0,GR,1712874675
432,rumphi,-11.0186,33.8575,66.42,94,100,3.36,MW,1712874957
433,northam,51.0333,-4.2167,52.39,95,76,15.17,GB,1712874960
434,prineville,44.2999,-120.8345,68.11,33,0,11.5,US,1712874960
435,calvinia,-31.4707,19.776,54.48,42,4,9.15,ZA,1712874961
436,rongelap,11.1635,166.8941,80.44,79,100,19.69,MH,1712874962
437,zhezqazghan,47.7833,67.7667,35.19,69,1,12.62,KZ,1712874963
438,cuajinicuilapa,16.4667,-98.4167,89.08,46,20,8.28,MX,1712874964
439,keetmanshoop,-26.5833,18.1333,67.12,30,0,8.05,NA,1712874964
440,puerto colombia,10.9878,-74.9547,87.89,78,5,19.62,CO,1712874965
441,liberty,31.8335,-81.5004,82.51,34,20,23.02,US,1712874966
442,lagnieu,45.9004,5.3466,52.27,95,40,1.52,FR,1712874967
443,broken hill,-31.95,141.4333,56.95,55,24,10.71,AU,1712874878
444,buka,40.8108,69.1986,61.45,71,100,14.81,UZ,1712874968
445,magdagachi,53.45,125.8,34.03,81,100,9.04,RU,1712874969
446,igarka,67.4667,86.5833,-24.99,100,55,1.99,RU,1712874970
447,wamba,8.9333,8.6,84.7,23,39,3.0,NG,1712874971
448,plettenberg bay,-34.0527,23.3716,55.76,70,15,3.76,ZA,1712874971
449,bhinmal,25.0,72.25,79.88,40,45,5.19,IN,1712874972
450,north battleford,52.7834,-108.2847,55.4,24,0,10.36,CA,1712874973
451,cockburn town,21.4612,-71.1419,77.58,81,5,20.71,TC,1712874974
452,cobija,-11.0267,-68.7692,87.98,66,40,13.8,BO,1712874975
453,fale old settlement,-9.3852,-171.2468,85.24,76,22,8.66,TK,1712874731
454,wenling,28.3669,121.36,61.09,96,100,5.39,CN,1712874977
455,ciudad gustavo diaz ordaz,26.2333,-98.5833,91.29,21,43,11.18,MX,1712874978
456,lodeynoye pole,60.726,33.5531,41.23,94,100,11.21,RU,1712874979
457,kavali,14.9167,79.9833,79.7,82,4,6.85,IN,1712874980
458,newman,37.3138,-121.0208,84.24,47,20,3.0,US,1712874856
459,ilhabela,-23.7781,-45.3581,75.34,90,91,2.77,BR,1712874981
460,kabansk,52.0486,106.6528,36.41,96,99,1.88,RU,1712874982
461,hasaki,35.7333,140.8333,59.4,79,100,12.64,JP,1712874983
462,misratah,32.3754,15.0925,63.59,84,79,14.74,LY,1712874983
463,surab,28.4914,66.2585,64.42,37,100,6.44,PK,1712874984
464,extrema,-22.8547,-46.3183,65.97,97,96,4.79,BR,1712874985
465,kisangani,0.5167,25.2,76.03,77,87,5.26,CD,1712874986
466,siverskiy,59.3544,30.0783,48.56,75,100,14.14,RU,1712874698
467,port hedland,-20.3167,118.5667,69.85,94,0,3.44,AU,1712874988
468,tocoa,15.6833,-86.0,85.62,65,44,4.9,HN,1712874989
469,grand falls-windsor,48.9332,-55.6649,36.05,69,4,6.26,CA,1712874990
470,tofol,5.3248,163.0078,82.18,83,100,6.91,FM,1712874990
471,chaman,30.9236,66.4512,68.59,39,83,15.19,PK,1712874991
472,grantsville,40.5999,-112.4644,71.87,31,0,12.66,US,1712874992
473,weston,26.1004,-80.3998,89.62,67,20,18.41,US,1712874297
474,hammerfest,70.6634,23.6821,34.25,86,100,8.05,NO,1712874993
475,beau vallon,-20.4189,57.6953,80.22,94,40,4.61,MU,1712874994
476,tura,25.5198,90.2201,73.9,40,80,3.36,IN,1712874995
477,sengkang,-4.1279,120.0297,75.06,98,100,3.58,ID,1712874995
478,villa regina,-39.1,-67.0667,55.98,32,100,4.0,AR,1712874996
479,monrovia,6.3005,-10.7969,80.37,88,95,3.58,LR,1712874997
480,acapulco de juarez,16.8634,-99.8901,84.02,74,0,9.22,MX,1712874998
481,hastings,50.8552,0.5729,54.9,95,88,12.46,GB,1712874998
482,mikuni,36.2171,136.1519,53.51,70,56,3.11,JP,1712874999
483,teple,48.3086,39.5737,61.43,57,0,7.05,UA,1712875000
484,les avirons,-21.2418,55.3394,75.29,73,0,5.75,RE,1712875001
485,chuzhou,32.3219,118.2978,58.68,99,100,4.21,CN,1712875002
486,tukrah,32.5341,20.5791,61.2,77,100,13.4,LY,1712875002
487,mccook,40.2019,-100.6257,64.45,18,0,11.5,US,1712875003
488,jurilovca,44.7667,28.8667,63.03,59,70,6.82,RO,1712875004
489,rocha,-34.4833,-54.3333,61.05,56,96,5.77,UY,1712875005
490,tympaki,35.0729,24.7685,62.76,75,11,3.0,GR,1712875005
491,lukolela,-1.0605,17.1821,73.45,90,99,0.83,CD,1712875006
492,zeya,53.75,127.2667,32.49,79,100,6.71,RU,1712874796
493,chengam,12.3,78.8,75.9,91,48,3.74,IN,1712875008
494,revda,56.801,59.9303,47.07,86,100,17.6,RU,1712875008
495,pokachi,61.7198,75.3683,8.2,86,100,14.83,RU,1712875009
496,puerto quijarro,-17.7833,-57.7667,77.7,91,93,2.62,BO,1712875010
497,becej,45.6163,20.0333,52.99,84,17,6.58,RS,1712875011
498,qarqaraly,49.4058,75.4742,24.01,79,79,12.19,KZ,1712875011
499,port saint john's,-31.6229,29.5448,59.32,65,8,13.0,ZA,1712875012
500,labrador city,52.9463,-66.9114,39.11,70,100,10.36,CA,1712875013
501,nasrullahganj,22.6833,77.2667,80.1,43,96,2.8,IN,1712875014
502,westport,41.1415,-73.3579,60.1,91,100,3.0,US,1712874727
503,realico,-35.0366,-64.2447,48.34,81,100,10.51,AR,1712875015
504,zhigalovo,54.8097,105.1578,29.84,93,97,2.17,RU,1712875016
505,illizi,26.4833,8.4667,73.2,31,1,13.33,DZ,1712875017
506,wawa,9.9022,4.4192,92.08,31,94,4.36,NG,1712875015
507,antofagasta,-23.65,-70.4,67.28,89,84,6.17,CL,1712875018
508,olyokminsk,60.3736,120.4264,16.07,78,98,7.72,RU,1712874919
509,sankt polten,48.2,15.6333,54.0,92,42,4.47,AT,1712875020
510,yuanping,38.7153,112.7575,58.77,46,33,0.38,CN,1712875020
511,boundiali,9.5217,-6.4869,80.58,65,64,0.96,CI,1712875021
512,ndioum,16.5129,-14.6471,89.64,20,29,14.5,SN,1712875022
513,kayangel,8.0823,134.7173,82.67,75,69,12.03,PW,1712875023
514,callao,-12.0667,-77.15,75.49,69,0,13.8,PE,1712874768
515,umba,66.6871,34.3429,34.5,81,67,17.07,RU,1712874796
516,argostolion,38.1811,20.489,67.75,34,29,4.41,GR,1712875025
517,fuerte olimpo,-21.0415,-57.8738,76.06,93,100,3.2,PY,1712875026
518,selfoss,63.9331,-20.9971,37.04,98,100,6.49,IS,1712875027
519,naze,28.3667,129.4833,67.12,88,92,7.29,JP,1712875028
520,potrerillos,15.2333,-87.9667,91.22,37,8,7.81,HN,1712875029
521,khorixas,-20.3667,14.9667,77.4,39,80,3.98,NA,1712875029
522,strugi-krasnyye,58.2675,29.1114,47.14,82,100,15.3,RU,1712875030
523,tynda,55.1667,124.7167,23.81,99,100,4.83,RU,1712874735
524,huarmey,-10.0681,-78.1522,74.66,77,32,9.69,PE,1712875032
525,bandundu,-3.3167,17.3667,78.44,79,100,2.06,CD,1712875032
526,kalamunda,-32.004,116.1329,58.69,66,0,13.8,AU,1712874768
527,bima,-8.4667,118.7167,76.53,93,94,2.53,ID,1712875034
528,barra dos coqueiros,-10.9089,-37.0386,82.42,83,0,4.61,BR,1712875035
529,camargo,27.6667,-105.1667,80.98,9,68,21.0,MX,1712875036
530,bakchar,57.0186,82.0711,11.12,97,42,2.71,RU,1712874919
531,chilmari,25.5559,89.6715,78.53,42,67,4.92,BD,1712875037
532,red deer,52.2668,-113.802,54.28,30,75,16.11,CA,1712874756
533,champerico,14.3,-91.9167,86.5,66,68,7.7,GT,1712875039
534,mejit,10.2753,170.8646,80.02,79,100,20.67,MH,1712875040
535,cubulco,15.1333,-90.5833,77.81,48,70,9.24,GT,1712875040
536,bontang,0.1333,117.5,79.88,85,91,9.82,ID,1712875041
537,greenville,35.6127,-77.3663,72.14,83,100,24.16,US,1712875009
538,al fuwayliq,26.4432,43.2534,69.31,31,8,9.89,SA,1712875044
539,melouza,35.98,4.1867,42.08,87,83,6.38,DZ,1712875044
540,bataipora,-22.2953,-53.2711,81.7,51,83,6.67,BR,1712875045
541,sao joao da barra,-21.6403,-41.0511,77.09,83,8,6.04,BR,1712874761
542,lubang,13.8584,120.124,80.28,75,74,20.33,PH,1712875047
543,achit,56.7985,57.8994,48.65,88,100,16.58,RU,1712875047
544,wellington,-41.2866,174.7756,62.98,93,100,18.41,NZ,1712874758
545,tocopilla,-22.092,-70.1979,69.15,79,98,4.85,CL,1712875049
546,lorengau,-2.0226,147.2712,81.28,79,100,3.15,PG,1712875050
547,magadan,59.5667,150.8,24.53,85,32,3.33,RU,1712874807
548,lerwick,60.1545,-1.1494,50.0,83,100,16.91,GB,1712874800
549,salwa,29.2958,48.0786,79.97,36,0,1.99,KW,1712875052
550,yuzhno-kurilsk,44.0306,145.8556,40.37,76,100,8.9,RU,1712875053
551,zhosaly,45.4878,64.0781,47.71,51,21,18.45,KZ,1712875054
552,keflavik,64.0049,-22.5624,40.91,87,75,14.97,IS,1712875055
553,funafuti,-8.5243,179.1942,87.8,84,75,2.3,TV,1712875056
554,santo domingo de los colorados,-0.25,-79.15,76.95,86,71,1.28,EC,1712875057
